s_sat,T_sat
622.9409928067746,452.61343776355966
622.1044346570951,452.30590237573455
621.2633852745511,451.9969884333542
620.4178019374567,451.68668152200814
619.5676412032477,451.37496698850345
618.7128588925901,451.06182993544195
617.8534100730382,450.7472552156424
616.9892490422147,450.4312274263991
616.1203293105049,450.11373090357296
615.2466035832456,449.7947497155097
614.3680237423848,449.4742676567755
613.4845408276036,449.1522682417086
612.596105016873,448.8287346977754
611.7026656064328,448.50364995872854
610.8041709901562,448.17699665755333
609.9005686383036,447.8487571192028
608.9918050756161,447.5189133531068
608.0778258587391,447.18744704544906
607.1585755529558,446.8543395512057
606.2339977081889,446.5195718859324
605.3040348342524,446.1831247172919
604.368628375331,445.8449783563145
603.4277186836416,445.5051127483766
602.4812449922647,445.1635074638909
601.5291453870964,444.82014168869375
600.571356777898,444.47499421411965
599.6078148684041,444.1280434267487
598.6384541254519,443.77926729781655
597.6632077470964,443.42864337227195
596.6820076296627,443.0761487574653
595.694784333708,442.72176011145973
594.7014670488298,442.3654536309412
593.7019835572947,442.0072050387189
592.6962601964213,441.64698957079275
591.6842218196787,441.2847819629745
590.6657917564435,440.920556437042
589.6408917703579,440.55428668640695
588.6094420162375,440.1859458612766
587.5713609954588,439.8155065532874
586.5265655097728,439.44294077958904
585.4749706134743,439.0682199663544
584.4164895638501,438.6913149316908
583.3510337698551,438.31219586793037
582.2785127389112,437.93083232326654
581.1988340217781,437.5471931827149
580.1119008842054,437.1612458421936
579.0176203502946,436.77295912995805
